Company,Industry,Website,ATS_Url,Method
Puls,SaaS,https://puls.com,https://puls.com/careers,Custom_careers_Page
Loom,Collaboration,https://loom.com,https://jobs.ashbyhq.com/loom,URL_Guess
Docbot,Healthcare,https://docbot.com,https://docbot.com/careers,Custom_careers_Page
Crosschq,Artificial Intelligence,https://crosschq.com,https://www.crosschq.com/careers,Custom_careers_Page
Silk,SaaS,https://silk.co,,
lexion.ai,Artificial Intelligence,https://lexion.ai,,
Bitwise Asset Management,Crypto,https://bitwiseinvestments.com/models/bitwise-crypto-asset-portfolio,,
Physna,Artificial Intelligence,https://physna.com,https://www.physna.com/careers,Custom_careers_Page
Pilot.com,FinTech,https://pilot.com,,
Syndio,Analytics,https://synd.io,https://synd.io/careers/,Custom_careers_Page
Skydrop,Robotics,https://getskydrop.com,https://getskydrop.com/careers,Custom_careers_Page
Nobell Foods,Manufacturing,https://nobellfoods.com,,
Releasehub,Developer Tools,https://github.com/releasehub-com/release,,
The Org,Communities,https://theorg.com,,
LocoNav,SaaS,https://loconav.com,https://loconav.com/careers,Custom_careers_Page
REVL,Artificial Intelligence,https://revlocal.com,,
Nova Credit,FinTech,https://novacredit.com,https://boards.greenhouse.io/novacredit,Site_careers
Bigeye,Analytics,https://bigeye.com,https://www.bigeye.com/careers,Custom_careers_Page
Chief,Consumer Social,https://chief.com,https://jobs.ashbyhq.com/chief,URL_Guess
Gatsby Trading,FinTech,,,
Pendulum Therapeutics,Biotech,https://pendulumlife.com,https://jobs.lever.co/pendulum,URL_Guess
FidoCure,Healthcare,https://fidocure.com,,
AttackIQ,Cybersecurity,https://attackiq.com,https://www.attackiq.com/who-we-are/careers/,Custom_careers_Page
Cofactor Genomics,Biotech,https://cofactorgenomics.com,https://cofactorgenomics.com/careers/,Custom_careers_Page
mmhmm,SaaS,https://mmhmm.app,https://www.airtime.com/jobs,Custom_jobs_Page
M0balytics,Analytics,,,
BloomTech (fka Lambda School),EdTech,https://www.bloomtech.com/article/applying-to-bloomtech-how-to-choose-the-right-tuition-option-for-you,,
Observe.AI,Artificial Intelligence,https://observe.ai,https://observe.ai/careers,Custom_careers_Page
Nabis,Marketplace,https://nabis.com,https://job-boards.greenhouse.io/nabis,Site_careers
ADVANO,Hardware,https://advanotech.com,,
Coder,Enterprise Software,https://coderpad.io,https://jobs.lever.co/coderpad,URL_Guess
Universe,Web Development,https://universe.com,https://www.universe.com/careers,Custom_careers_Page
Bunch,Consumer Social,https://bunch.capital,https://jobs.ashbyhq.com/bunch,URL_Guess
Function of Beauty,E-Commerce,https://functionofbeauty.com,,
Peptilogics,Biotech,https://peptilogics.com,https://boards.greenhouse.io/peptilogics,Site_careers
Armory,Enterprise Software,https://armoryonpark.org,https://jobs.ashbyhq.com/armory,URL_Guess
lucy.co,E-Commerce,https://lucy.co,,
Meru Health,Mental Healthcare,https://meruhealth.com,https://www.meruhealth.com/careers,Custom_careers_Page
Datree,Developer Tools,https://datree.io,https://www.datree.io/careers,Custom_careers_Page
UpKeep,Enterprise Software,https://upkeep.com,https://upkeep.com/careers/,Custom_careers_Page
Fairwords,Compliance,https://fairwords.com,,
Brainbase,Software,https://brainbase.com,,
Raptor Maps,Hardware,https://raptormaps.com,https://raptormaps.com/about/careers,Custom_careers_Page
Raise (formerly HelloOffice),Commercial Real Estate,,,
Petcube,Hardware,https://petcube.com,https://petcube.com/careers/,Custom_careers_Page
Motherly,Communities,https://mother.ly,,
goTenna,Electronics,https://gotenna.com,https://gotenna.com/pages/jobs,Custom_careers_Page
Okera,Data Science,https://okera.com,,
Pachyderm,Enterprise Software,https://pachyderm.com,,
Raise.com,Marketplace,https://raise.com,,
AI Foundation,Artificial Intelligence,https://aifoundation.com,https://www.aifoundation.com/careers/,Custom_careers_Page
Boom Supersonic,Space,https://boomsupersonic.com,https://boomsupersonic.com/careers,Custom_careers_Page
Zinier,SaaS,https://zinier.com,https://www.zinier.com/careers,Custom_careers_Page
UJET,Customer Service,https://ujet.cx,https://job-boards.greenhouse.io/ujet,Site_careers
Pelago,Healthcare,https://pelago.co,,
Narrator,Data Science,https://nr8r.com,,
BULLETIN,E-Commerce,https://bulletin.co,https://bulletin.co/careers,Custom_careers_Page
Netdata,Enterprise Software,https://netdata.cloud,https://www.netdata.cloud/join-us/,Custom_join-us_Page
StreamSets,Enterprise Software,https://streamsets.com,,
Sleeper,Sports,https://sleeper.com,https://jobs.ashbyhq.com/sleeper,URL_Guess
Streamloots,Video Streaming,https://streamloots.com,https://www.streamloots.com/careers,Custom_careers_Page
Feather,E-Commerce,https://livefeather.com,,
Cypress.io,Developer Tools,https://cypress.io,https://boards.greenhouse.io/cypressio,Site_careers
Rigetti Computing,Hardware,https://rigetti.com,https://jobs.lever.co/rigetti,URL_Guess
Journera,Travel,https://journera.com,,
Very Good Security,FinTech,https://verygoodsecurity.com,https://jobs.lever.co/verygoodsecurity,URL_Guess
Elemental Machines,Biotech,https://elementalmachines.com,https://elementalmachines.com/about/careers/,Custom_careers_Page
Element Analytics,Data Science,https://elementanalytics.com,,
Allset,Marketplace,https://allsetnow.com,,
Drishti,Analytics,https://drishti.com,,
Modal,Automotive,https://modalyst.co,https://jobs.ashbyhq.com/modal,URL_Guess
CodeCombat,Software,https://codecombat.com,https://codecombat.com/careers,Custom_careers_Page
Q.bio,Biotech,https://q.bio,https://jobs.lever.co/qbio,URL_Guess
HeartVista,Healthcare,,,
Karius,Biotech,https://kariusdx.com,https://jobs.lever.co/kariusdx,URL_Guess
Trusona,SaaS,https://trusona.com,https://www.trusona.com/about-us-old/careers,Custom_careers_Page
Run The World,Events,https://runtheworld.today,https://runtheworld.today/careers,Custom_careers_Page
Yoshi,Transportation,https://yoshinoya.com,,
Atomwise,Artificial Intelligence,https://atomwise.com,,
GetAccept,Sales and Marketing,https://getaccept.com,,
LeafLink,Marketplace,https://leaflink.com,https://www.leaflink.com/careers,Custom_careers_Page
Pixie,Artificial Intelligence,https://pixieset.com,https://pixieset.com/careers/,Custom_careers_Page
Kernel,Biotech,https://kernel.com,https://jobs.ashbyhq.com/kernel,URL_Guess
Eden,SaaS,https://edenbrothers.com,,
SirionLabs,Enterprise Software,,,
Iris Automation,Hardware,https://irisonboard.com,https://boards.greenhouse.io/irisautomation,Site_careers
Siren Health,Healthcare,,,
Finix,FinTech,https://finix.com,https://jobs.lever.co/finix,URL_Guess
Silo,Agriculture,https://silodrome.com,,
Clear Labs,Biotech,https://clearlabs.com,https://clear-labs.workable.com,Site_careers
Ripcord,Robotics,https://ripcord.com,https://www.ripcord.com/careers,Custom_careers_Page
Linear,Developer Tools,https://linear.app,https://jobs.ashbyhq.com/linear,URL_Guess
Akash Systems,Space,https://akashsystems.com,,
Statespace,Sports,https://statespace.no,,
Fernish,SaaS,https://fernish.com,https://fernish.com/careers,Custom_careers_Page
Lula,FinTech,https://lula.is,,
Pony.ai,Robotics,https://pony.ai,https://apply.workable.com/pony-dot-ai,Site_careers
Tara Intelligence,Enterprise Software,,,
Restaurant365,SaaS,https://restaurant365.com,https://jobs.lever.co/restaurant365,URL_Guess
CleverTap,Enterprise Software,https://clevertap.com,https://clevertap.com/careers/,Custom_careers_Page
Veem,FinTech,https://veem.com,https://www.veem.com/careers/,Custom_careers_Page
Terminal,Recruiting,https://terminallance.com,https://jobs.ashbyhq.com/terminal,URL_Guess
Kapwing,Social Media,https://kapwing.com,https://jobs.lever.co/kapwing,URL_Guess
ManyChat,Messaging,https://manychat.com,https://job-boards.greenhouse.io/manychat-featured,Site_careers
Blue Hexagon,Cybersecurity,https://bluehexagons.com,https://jobs.lever.co/blue,URL_Guess
RITUAL,Wellness,https://ritual.com,https://start.ritual.com/careers,Custom_careers_Page
MedCrypt,Cybersecurity,https://medcrypt.com,,
Uhnder,Autonomous Vehicles,https://uhnder.com,,
Castle,Cybersecurity,https://castlebranch.com,https://jobs.ashbyhq.com/castle,URL_Guess
Curai Health,Healthcare,https://curaihealth.com,https://curaihealth.com/careers,Custom_careers_Page
Tachyus,Enterprise Software,https://tachyus.com,https://www.tachyus.com/jobs,Custom_jobs_Page
Vivace Therapeutics,Biotech,https://vivacetherapeutics.com,,
Confident Cannabis,SaaS,https://confidentcannabis.com,,
Dolls Kill,E-Commerce,https://dollskill.com,https://jobs.lever.co/dollskill,URL_Guess
Empower,FinTech,https://empower.com,https://jobs.empower.com/,Custom_careers_Page
Reputation.com,Enterprise Software,https://reputation.com,,
FabFitFun,E-Commerce,https://fabfitfun.com,https://paycomonline.net:443/v4/ats/web.php/portal/2B51096BE2064B525FEA136AF9942603/career-page,Custom_careers_Page
Rockset,Analytics,https://rockset.com,,
Summersalt,E-Commerce,https://summersalt.com,,
Next Trucking,Truckers,https://nexttrucking.com,https://boards.greenhouse.io/nexttrucking,Site_Homepage
Biofourmis,Healthcare,https://biofourmis.com,,
Plum,Food & Drinks,https://plumbenefits.com,https://www.plumbenefits.com/jobs,Custom_jobs_Page
Scentbird Perfumes,SaaS,,,
Ara,Sales and Marketing,https://aramex.com,,
ScyllaDB,Enterprise Software,https://scylladb.com,,
Narvar,E-Commerce,https://narvar.com,https://corp.narvar.com/careers/all,Custom_careers_Page
Naked Labs,Healthcare,https://nakedlabs.com,,
RideCell,Autonomous Vehicles,https://ridecell.com,https://ridecell.com/about/careers/,Custom_careers_Page
Earnin,Employee Benefits,https://earnin.com,https://job-boards.greenhouse.io/earnin,Site_careers
Wallarm,Cybersecurity,https://wallarm.com,,
Neurotrack,Healthcare,https://neurotrack.com,https://neurotrack.com/careers,Custom_careers_Page
CB4 Analytics,Analytics,https://cbanalytics.com.au,,
Opal Labs,Enterprise Software,https://opal-labs.com,https://jobs.ashbyhq.com/opal,URL_Guess
Estimote,Safety,https://estimote.com,https://estimote.com/careers,Custom_careers_Page
indeni,Enterprise Software,https://indenicsa.com,https://indenicsa.com/careers,Custom_careers_Page
Atomist,Web Development,https://atomist.com,,
Nuna,Healthcare,https://nunababy.com,https://jobs.ashbyhq.com/nuna,URL_Guess
Hubble Contacts,E-Commerce,,,
Oasis Labs,Crypto,https://oasislabs.com,,
YapStone,FinTech,https://yapstone.com,https://www.yapstone.com/careers,Custom_careers_Page
Adentro (formerly Zenreach),Marketing Automation,,,
Bastille,Cybersecurity,https://bastille.net,,
HOOKED,Consumer,https://hookedonphonics.com,,
UNTUCKit,Fashion,https://untuckit.com,https://apply.workable.com/untuckit,Site_Homepage
SFOX,FinTech,https://sfox.com,https://www.sfox.com/jobs/,Custom_careers_Page
Amino,Healthcare,https://amino.com,,
Jopwell,Recruiting,https://jopwell.com,,
YourMechanic,Marketplace,https://yourmechanic.com,https://www.yourmechanic.com:443/careers,Custom_careers_Page
Fond,SaaS,https://fond.co,https://jobs.lever.co/fond,URL_Guess
Quartzy,Enterprise Software,https://quartzy.com,https://jobs.lever.co/quartzy,URL_Guess
Bigscreen,Consumer,https://bigscreenvr.com,https://bigscreenvr.com/careers/,Custom_careers_Page
Soylent,Food,https://soylent.com,,
10% Happier,EdTech,https://happierliving.com,,
Siolta Therapeutics,Biotech,https://sioltatherapeutics.com,https://www.sioltatherapeutics.com/careers,Custom_careers_Page
Luka,Consumer,https://luka.ai,,
Rainforest QA,SaaS,https://rainforestqa.com,https://www.rainforestqa.com/careers,Custom_careers_Page
Suiteness,Travel,https://suiteness.com,https://www.suiteness.com/careers,Custom_careers_Page
LeadGenius,Enterprise Software,https://leadgenius.com,,
voxelcloud,Artificial Intelligence,https://voxelcloud.ai,,
Indiegogo,Crowdfunding,https://indiegogo.com,,
Grokker,Healthcare,https://grokker.com,https://www.grokker.com/careers,Custom_jobs_Page
Cobalt Robotics,Cybersecurity,https://cobaltrobotics.com,https://www.cobaltai.com/careers/,Custom_careers_Page
Health IQ,Healthcare,https://healthiq.com,,
Vise,FinTech,https://viseca.ch,,
Gobble,Food & Drinks,https://gobble.com,https://www.gobble.com/careers/,Custom_careers_Page
Digital.ai,Enterprise Software,https://digital.ai,https://digital.ai/why-digital-ai/careers/,Custom_careers_Page
Candid,Dental Healthcare,https://candid.org,https://candid.org/careers/,Custom_careers_Page
Thanx,E-Commerce,https://thanx.com,https://www.thanx.com/careers,Custom_careers_Page
Kumu Networks,Mobile,https://kumunetworks.com,,
The One Music Group,Music,,,
Science Exchange,Marketplaces,https://scienceexchange.com,https://www.scienceexchange.com/careers,Custom_careers_Page
MealPal,SaaS,https://mealpal.com,https://careers.mealpal.com/,Custom_careers_Page
Golden,Artificial Intelligence,https://golden1.com,,
World Labs,Artificial Intelligence,https://worldlabs.org,,
Robust Intelligence,Artificial Intelligence,https://robustintelligence.com,,
Grabango,FinTech,https://grabango.com,,
Yes Health,Healthcare,https://yeshealth.com,,
Kneron,Artificial Intelligence,https://kneron.com,,
Ambience,Artificial Intelligence,https://ambiencechoice.com,,
Belong,Real Estate,https://belong.org,,
Formation Bio,Healthcare,https://formationbiologics.com,,
CrowdAI,Image Recognition,https://crowdai.com,,
